candidate_id,job_role,education_level,years_experience,technical_skill_score,aptitude_score,communication_score,interview_score,internship_experience,projects_count,project_quality_score,certifications_count,certification_prestige_score,competition_awards_count,ats_score,linkedin_profile_score,github_coding_profile_score,relocation_preference,age,gender,selected
1684,Software Engineer,Master's,0.0,60.8,55.1,37.6,54.3,1,1,61.2,1,8.4,0.0,63.5,4.5,6.9,No,22,Female,0
1685,Software Engineer,Bachelor's,8.1,82.9,70.4,48.3,59.4,0,5,32.0,1,53.6,1.0,71.4,6.1,4.0,No,33,Male,0
1686,Software Engineer,Bachelor's,5.1,65.6,65.0,49.3,47.6,1,4,75.3,1,37.6,0.0,74.7,1.3,6.1,No,29,Female,0
1687,Data Analyst,High School,1.5,66.7,68.7,47.9,55.9,1,1,44.9,0,11.4,0.0,20.6,5.7,8.3,Yes,21,Female,0
1688,Data Analyst,Bachelor's,1.1,73.9,56.1,78.8,60.2,1,7,38.9,2,31.7,1.0,42.6,5.1,1.0,No,30,Female,0
1689,Sales Executive,Master's,0.0,35.8,71.0,63.5,53.3,1,4,73.1,3,27.1,0.0,25.8,8.8,5.0,No,21,Male,0
1690,Data Analyst,Bachelor's,2.1,77.0,55.2,46.0,61.3,1,3,62.5,2,0.0,0.0,47.8,2.7,9.1,Open to Remote,33,Male,0
1691,Sales Executive,Bachelor's,6.0,41.0,28.5,57.2,36.9,1,5,33.6,3,37.7,0.0,36.1,4.7,0.0,Yes,28,Female,0
1692,Strategy Consultant,Master's,3.3,52.7,55.2,50.8,70.2,0,1,49.0,3,11.1,0.0,9.9,7.2,0.0,Open to Remote,40,Male,0
1693,Software Engineer,Bachelor's,1.9,30.3,86.7,70.4,75.2,1,2,44.3,3,28.8,1.0,61.4,8.1,7.0,No,35,Female,0
1694,Sales Executive,Bachelor's,1.0,39.9,73.8,78.9,61.0,1,7,83.7,7,38.8,0.0,76.9,6.7,0.1,Yes,23,Male,1
1695,Sales Executive,High School,3.0,64.0,24.9,85.4,48.2,0,3,22.4,2,25.3,0.0,41.3,6.5,3.3,Yes,21,Other,0
1696,Data Analyst,Master's,0.0,75.4,80.2,75.3,76.4,1,3,55.2,5,30.1,0.0,46.2,3.9,6.7,No,24,Female,1
1697,Software Engineer,Master's,0.0,83.3,35.3,50.0,55.6,1,2,39.3,1,23.4,0.0,77.6,5.6,6.8,Open to Remote,22,Male,0
1698,Sales Executive,Bachelor's,10.5,45.8,54.6,97.1,65.6,0,1,36.8,2,42.9,1.0,50.0,5.1,0.0,Yes,40,Female,1
1699,Strategy Consultant,Bachelor's,7.0,75.1,53.9,60.6,58.9,1,3,30.0,0,21.3,0.0,70.0,3.8,0.4,Yes,29,Female,0
1700,Sales Executive,Bachelor's,2.1,49.3,68.4,58.6,45.7,1,2,26.7,4,13.5,1.0,32.0,8.1,6.6,No,35,Female,0
1701,Strategy Consultant,Master's,3.0,40.1,80.3,75.6,65.0,0,2,71.7,3,2.7,0.0,62.2,4.8,1.5,Yes,27,Male,0
1702,Strategy Consultant,Bachelor's,5.0,62.8,86.7,72.2,69.0,1,1,65.7,1,0.0,0.0,63.6,7.8,4.2,Yes,28,Male,1
1703,Data Analyst,Master's,1.3,78.8,63.6,62.1,65.3,1,3,79.1,1,42.5,1.0,50.7,5.4,5.9,Open to Remote,29,Female,0
1704,Sales Executive,High School,6.1,54.4,52.1,90.2,67.4,0,3,80.8,1,65.8,0.0,52.6,9.0,4.9,No,36,Male,1
1705,Data Analyst,Bachelor's,2.7,59.0,45.5,61.6,55.0,1,5,34.0,4,29.6,0.0,12.2,3.3,4.9,Open to Remote,31,Female,0
1706,Strategy Consultant,Bachelor's,1.0,54.2,56.5,74.7,62.9,1,2,47.2,2,8.5,1.0,48.0,8.1,3.7,Yes,23,Male,0
1707,Software Engineer,Bachelor's,6.9,90.9,79.2,75.4,77.2,1,4,75.7,5,77.7,1.0,63.3,5.5,9.2,Open to Remote,39,Female,1
1708,Data Analyst,Bachelor's,2.9,72.2,73.5,64.0,74.0,1,1,40.7,3,27.6,0.0,49.7,2.5,5.2,No,27,Male,1
1709,Strategy Consultant,High School,2.9,27.8,73.6,77.4,50.3,1,5,24.8,5,48.4,1.0,29.9,5.1,1.2,Yes,26,Female,0
1710,Software Engineer,Bachelor's,0.0,60.6,83.9,33.7,45.1,1,1,60.1,5,53.3,0.0,82.8,6.1,3.8,No,21,Male,0
1711,Sales Executive,Master's,8.5,34.9,35.5,100.0,47.2,1,5,71.6,2,15.3,0.0,73.6,7.8,0.2,Open to Remote,33,Male,0
1712,Data Analyst,Bachelor's,5.4,53.7,78.8,36.1,46.9,1,4,48.9,4,27.5,1.0,54.2,6.1,10.0,Open to Remote,30,Male,0
1713,Strategy Consultant,PhD,2.0,18.3,54.3,61.9,28.9,0,1,46.7,3,34.4,1.0,51.8,4.0,5.0,No,30,Female,0
1714,Strategy Consultant,Master's,3.0,78.4,94.2,61.5,56.9,1,2,57.8,1,13.8,1.0,23.3,5.7,0.9,No,27,Male,0
1715,Data Analyst,Bachelor's,4.0,51.9,76.2,91.6,79.1,1,3,65.0,3,0.4,1.0,30.5,7.3,3.2,Open to Remote,26,Female,0
1716,Sales Executive,Bachelor's,5.0,32.9,69.5,66.0,70.8,1,4,37.4,2,11.0,0.0,38.9,7.2,3.8,Yes,27,Male,0
1717,Data Analyst,High School,10.5,35.9,57.5,66.6,59.8,0,3,53.1,3,33.2,1.0,27.8,4.9,5.7,Open to Remote,32,Female,0
1718,Sales Executive,Bachelor's,5.3,58.0,87.7,66.6,64.1,1,2,53.9,3,24.9,0.0,74.6,8.2,2.1,Yes,33,Female,1
1719,Sales Executive,High School,9.3,43.6,85.0,59.4,41.0,0,5,58.9,0,24.9,1.0,38.4,5.1,0.4,No,28,Male,0
1720,Strategy Consultant,Bachelor's,9.5,44.7,78.5,78.6,69.0,0,2,0.0,2,13.4,2.0,27.0,10.0,4.4,No,35,Male,0
1721,Software Engineer,Bachelor's,3.5,65.5,82.6,44.2,43.9,0,3,60.7,1,58.3,1.0,96.4,8.8,7.6,Yes,29,Male,0
1722,Software Engineer,Bachelor's,4.0,78.8,60.5,58.1,65.0,0,2,60.0,2,30.0,0.0,96.6,4.6,8.4,Open to Remote,26,Female,0
1723,Sales Executive,High School,4.1,37.8,36.0,84.4,44.0,1,1,20.3,5,51.5,0.0,64.1,7.2,0.0,No,30,Female,1
1724,Sales Executive,Bachelor's,0.0,15.2,66.9,100.0,33.0,0,2,46.9,1,11.7,1.0,5.0,6.8,0.0,Open to Remote,21,Male,0
1725,Data Analyst,Bachelor's,3.8,45.6,54.2,41.1,64.4,1,1,44.1,2,23.7,0.0,80.9,4.4,2.5,No,30,Female,0
1726,Software Engineer,Bachelor's,0.0,49.8,84.7,52.7,46.2,0,2,54.3,2,0.0,0.0,81.2,7.3,8.0,Yes,21,Female,0
1727,Data Analyst,Bachelor's,1.0,69.1,83.7,58.3,65.4,1,1,39.9,1,22.0,0.0,22.7,2.5,5.2,Open to Remote,23,Female,0
1728,Strategy Consultant,Bachelor's,0.0,64.0,75.5,70.0,68.0,1,2,20.4,2,68.4,1.0,10.7,5.7,0.0,No,21,Male,0
1729,Software Engineer,Master's,4.0,92.0,67.7,93.5,79.6,1,2,29.2,2,46.9,1.0,51.9,6.5,7.7,No,28,Female,1
1730,Data Analyst,Master's,4.4,40.5,82.8,57.4,64.7,0,2,56.5,2,0.0,3.0,57.4,8.6,5.3,Yes,39,Male,0
1731,Strategy Consultant,Master's,4.0,59.3,76.1,32.2,46.0,0,3,36.1,2,34.8,0.0,83.4,9.2,0.0,No,28,Female,0
1732,Software Engineer,Bachelor's,3.5,60.8,58.9,52.0,61.7,0,3,41.9,3,28.3,2.0,17.5,4.1,5.4,No,33,Male,0
1733,Sales Executive,Bachelor's,3.7,88.9,32.3,73.2,70.2,1,3,79.8,4,73.4,0.0,98.5,5.4,1.6,No,43,Female,1
1734,Software Engineer,Bachelor's,1.5,90.8,79.4,51.4,57.1,1,4,32.8,4,27.2,0.0,29.2,4.6,4.7,No,31,Other,0
1735,Strategy Consultant,PhD,0.0,75.5,77.5,59.2,73.2,1,2,25.7,0,60.7,0.0,76.2,9.3,0.4,Yes,24,Female,1
1736,Sales Executive,Bachelor's,3.0,57.0,96.3,55.2,55.5,1,2,63.3,1,24.3,2.0,53.7,7.8,0.0,Open to Remote,25,Male,0
1737,Strategy Consultant,Bachelor's,3.5,55.7,70.6,100.0,61.7,1,3,56.2,1,5.4,1.0,79.0,10.0,0.0,No,29,Female,0
1738,Software Engineer,Bachelor's,1.3,64.0,69.5,59.8,67.7,1,3,21.3,1,0.0,0.0,63.5,6.7,2.3,No,25,Male,0
1739,Data Analyst,Bachelor's,4.0,56.0,72.9,57.1,56.6,1,4,52.9,4,40.6,0.0,52.7,8.8,2.4,Open to Remote,26,Female,1
1740,Sales Executive,High School,5.6,33.0,64.8,100.0,70.5,1,3,51.1,1,26.1,0.0,61.9,6.8,5.4,No,35,Male,0
1741,Software Engineer,Master's,10.5,79.3,50.5,42.0,62.2,1,3,42.0,0,0.0,0.0,44.0,3.8,4.3,No,35,Female,1
1742,Software Engineer,Master's,0.0,93.4,63.8,64.0,57.1,1,3,40.0,2,41.5,0.0,60.9,10.0,6.6,Open to Remote,21,Male,0
1743,Software Engineer,Master's,0.0,64.6,77.4,36.3,67.4,0,7,51.0,1,32.5,1.0,29.2,2.8,6.8,No,24,Male,0
1744,Strategy Consultant,Bachelor's,1.3,39.2,67.0,81.3,65.7,1,1,53.0,4,43.2,0.0,64.4,7.0,5.3,Yes,26,Male,0
1745,Sales Executive,Bachelor's,3.9,22.7,66.9,58.0,41.3,0,4,69.6,1,4.8,0.0,69.2,7.2,0.0,Open to Remote,33,Male,0
1746,Sales Executive,High School,4.4,48.7,56.5,82.1,61.1,1,5,78.2,3,36.4,2.0,61.2,5.8,0.0,Yes,36,Male,0
1747,Sales Executive,High School,0.8,63.4,61.0,100.0,84.7,1,0,61.2,4,79.8,0.0,60.2,7.7,1.6,Yes,45,Female,1
1748,Data Analyst,Bachelor's,4.0,84.2,85.3,61.4,72.7,1,2,80.3,2,10.5,0.0,55.1,5.2,4.7,No,26,Female,1
1749,Data Analyst,Bachelor's,5.0,85.7,64.6,27.1,84.2,1,2,30.4,1,28.3,1.0,100.0,3.7,4.0,Yes,27,Female,0
1750,Data Analyst,Bachelor's,5.6,71.2,46.2,60.5,77.8,0,2,71.4,1,14.6,0.0,57.1,2.9,6.2,Open to Remote,33,Female,0
1751,Sales Executive,Bachelor's,1.3,46.4,51.0,82.2,61.7,1,7,77.9,1,5.8,0.0,20.3,7.8,0.0,No,25,Male,1
1752,Software Engineer,Bachelor's,2.2,89.2,52.6,68.5,68.2,1,2,93.0,2,0.0,0.0,73.6,3.9,6.3,Open to Remote,28,Male,1
1753,Strategy Consultant,PhD,0.0,33.3,40.1,92.1,53.7,1,6,100.0,4,51.1,0.0,49.4,5.4,0.0,Yes,27,Male,1
1754,Strategy Consultant,PhD,0.0,43.4,70.4,92.9,61.6,0,1,35.5,0,0.0,1.0,92.4,4.8,2.9,Yes,21,Male,0
1755,Data Analyst,Bachelor's,3.2,90.7,71.0,58.0,74.8,0,3,59.7,2,0.5,0.0,62.4,3.9,0.3,Open to Remote,30,Female,0
1756,Sales Executive,High School,9.3,28.9,70.3,65.1,62.2,0,1,27.8,1,38.4,0.0,20.1,6.7,0.4,No,28,Female,0
1757,Software Engineer,Master's,4.3,69.5,47.9,38.2,35.9,0,3,60.1,2,57.0,1.0,91.3,3.0,6.5,No,37,Female,0
1758,Strategy Consultant,PhD,1.0,59.5,73.3,61.9,72.2,1,0,42.0,4,94.7,0.0,60.9,5.8,0.0,No,29,Female,0
1759,Strategy Consultant,Bachelor's,0.0,51.2,88.9,77.1,82.8,1,1,88.8,4,11.9,1.0,41.4,7.6,0.0,Yes,21,Male,0
1760,Strategy Consultant,Bachelor's,1.3,67.2,63.4,49.8,66.8,0,2,54.7,1,29.9,0.0,100.0,7.7,0.6,Yes,27,Female,1
1761,Data Analyst,Master's,0.0,87.9,76.0,46.1,68.1,0,5,68.6,0,0.0,0.0,61.4,4.4,7.3,No,21,Male,0
1762,Software Engineer,Master's,0.0,77.2,89.0,63.4,82.3,0,3,61.4,4,44.4,0.0,48.2,4.0,8.3,Open to Remote,22,Female,1
1763,Software Engineer,Bachelor's,6.5,90.9,37.1,45.3,74.4,0,5,62.4,1,18.9,0.0,81.8,7.8,5.3,No,33,Male,0
1764,Software Engineer,Bachelor's,1.0,56.1,69.1,60.5,60.8,0,1,12.6,1,0.0,1.0,73.3,6.3,5.3,Open to Remote,28,Male,0
1765,Software Engineer,Master's,0.3,67.6,82.4,42.8,63.6,1,3,55.6,1,32.6,0.0,75.3,6.5,4.5,Yes,35,Male,0
1766,Software Engineer,Bachelor's,0.0,100.0,59.7,59.3,99.3,0,6,100.0,0,15.0,0.0,91.9,8.0,9.1,Yes,21,Male,1
1767,Strategy Consultant,Master's,4.0,79.1,92.8,58.4,79.7,0,3,77.7,2,41.1,2.0,21.8,8.5,0.0,Yes,28,Male,0
1768,Software Engineer,Master's,0.8,50.8,74.5,26.5,37.3,1,0,26.6,4,17.8,0.0,69.4,7.2,4.1,Yes,26,Male,0
1769,Software Engineer,Bachelor's,10.5,69.8,91.5,69.3,86.6,0,3,65.3,2,71.3,0.0,59.1,1.9,7.0,Yes,35,Female,1
1770,Strategy Consultant,Bachelor's,8.2,52.0,80.7,59.6,68.1,0,2,92.9,3,41.3,0.0,55.7,6.1,1.4,No,33,Female,0
1771,Sales Executive,High School,1.7,51.2,82.8,71.3,59.8,1,3,56.9,3,42.7,0.0,42.7,4.2,0.2,No,33,Male,0
1772,Sales Executive,High School,0.5,64.1,59.5,64.6,49.6,0,1,29.2,0,42.6,2.0,47.6,9.7,1.1,No,38,Male,0
1773,Sales Executive,Master's,3.0,72.6,34.5,83.2,67.7,0,2,55.0,5,49.7,0.0,53.3,6.2,0.4,No,27,Female,0
1774,Strategy Consultant,PhD,2.5,50.6,62.5,75.0,62.0,0,1,52.7,4,25.1,0.0,55.4,4.9,1.9,Yes,37,Male,0
1775,Sales Executive,High School,5.0,61.8,70.3,83.1,56.9,1,3,64.0,2,50.8,0.0,11.5,7.6,1.4,Yes,23,Female,0
1776,Data Analyst,Master's,0.0,74.7,83.0,51.8,68.1,0,5,98.6,5,47.0,0.0,73.1,6.7,3.4,No,23,Male,1
1777,Sales Executive,Bachelor's,3.9,44.7,50.3,74.3,54.9,0,5,65.2,2,48.3,0.0,70.8,7.9,2.2,Yes,34,Male,1
1778,Data Analyst,Bachelor's,0.0,39.5,95.1,66.3,64.8,1,4,13.7,1,19.7,0.0,59.3,5.5,2.9,Open to Remote,21,Male,0
1779,Data Analyst,Master's,6.5,80.3,62.7,83.2,81.9,1,6,88.6,0,58.4,0.0,71.9,7.9,2.4,Yes,32,Male,1
1780,Data Analyst,Bachelor's,3.6,74.1,74.9,64.6,49.9,0,6,85.5,4,41.9,0.0,77.8,4.8,5.2,Open to Remote,30,Female,0
1781,Software Engineer,Bachelor's,10.5,75.8,71.5,39.9,48.6,0,6,84.8,4,30.2,0.0,63.7,2.4,7.6,Open to Remote,35,Female,1
1782,Sales Executive,Master's,0.8,30.3,35.0,79.0,42.9,1,4,37.8,3,42.5,1.0,91.3,6.2,2.7,Yes,29,Male,0
1783,Software Engineer,Bachelor's,3.0,99.4,63.3,52.5,88.1,1,6,100.0,4,33.3,0.0,64.9,4.6,10.0,No,29,Female,1
1784,Software Engineer,Master's,5.8,72.3,100.0,25.0,92.5,1,2,34.1,2,11.3,0.0,77.6,6.7,2.8,Yes,32,Male,0
1785,Software Engineer,Master's,1.0,52.9,51.2,27.3,43.5,1,3,36.2,2,55.6,1.0,35.3,7.3,5.5,Yes,25,Male,0
1786,Strategy Consultant,Bachelor's,3.0,30.5,81.4,69.0,59.8,1,3,43.0,2,3.2,0.0,44.9,4.9,1.1,No,25,Female,0
1787,Data Analyst,High School,2.1,75.2,50.7,60.3,33.3,1,2,78.4,1,42.3,1.0,81.0,1.2,8.5,Open to Remote,32,Female,0
1788,Sales Executive,Bachelor's,0.1,55.6,41.0,70.6,67.3,0,4,85.3,1,53.7,0.0,50.6,10.0,0.0,No,29,Female,0
1789,Strategy Consultant,Master's,3.0,43.1,50.8,83.3,64.9,0,3,62.5,0,7.8,1.0,39.6,6.9,0.0,Yes,27,Male,0
1790,Software Engineer,Bachelor's,4.6,76.9,79.1,41.0,68.4,0,5,89.2,2,34.1,0.0,66.1,1.4,4.4,Yes,29,Male,1
1791,Sales Executive,Bachelor's,7.8,55.0,41.9,54.2,35.8,1,2,25.1,2,12.0,0.0,54.6,3.7,0.4,No,39,Male,0
1792,Data Analyst,Bachelor's,4.0,67.1,87.0,47.6,90.0,1,4,33.5,1,44.5,0.0,38.2,5.9,5.7,No,26,Female,0
1793,Software Engineer,Bachelor's,0.2,59.5,57.0,45.9,72.2,1,1,37.2,1,0.0,0.0,47.2,4.5,10.0,No,26,Male,0
1794,Sales Executive,Bachelor's,0.0,59.4,56.9,74.1,67.3,0,1,59.8,1,41.5,1.0,59.2,9.5,0.0,Yes,21,Female,0
1795,Strategy Consultant,PhD,1.0,62.6,78.2,58.0,77.6,0,5,85.2,4,42.7,0.0,7.1,5.5,2.0,Yes,29,Male,0
1796,Software Engineer,High School,3.0,78.5,40.7,22.9,48.3,1,6,63.9,3,18.6,0.0,60.5,5.3,9.1,No,33,Male,0
1797,Sales Executive,Bachelor's,3.5,32.5,58.1,36.5,51.4,1,5,42.2,2,14.6,0.0,30.0,5.8,0.0,Yes,34,Male,0
1798,Software Engineer,High School,1.3,50.0,70.2,56.8,42.8,0,2,68.0,0,24.3,0.0,47.3,5.2,10.0,Yes,30,Male,0
1799,Sales Executive,Bachelor's,2.0,46.1,72.1,58.1,30.8,0,2,49.3,1,0.0,0.0,26.1,7.1,0.0,Yes,35,Female,0
1800,Sales Executive,Master's,6.8,58.9,40.6,44.9,33.3,0,1,6.4,2,39.5,1.0,47.5,9.7,0.0,No,33,Other,0
1801,Sales Executive,Bachelor's,6.8,60.6,42.7,84.4,53.9,0,1,23.9,1,24.9,0.0,91.1,7.6,4.2,Yes,36,Female,0
1802,Sales Executive,Bachelor's,0.7,53.8,64.9,98.2,64.9,1,4,68.9,1,13.6,0.0,33.1,7.2,0.7,No,35,Female,0
1803,Software Engineer,PhD,4.6,63.2,86.2,53.6,72.1,0,2,29.6,1,31.3,2.0,42.4,7.0,4.3,Yes,38,Male,0
1804,Sales Executive,High School,7.3,32.9,46.1,79.0,49.9,1,1,18.2,0,0.0,0.0,40.7,9.6,0.0,No,28,Female,0
1805,Sales Executive,Master's,0.0,44.7,36.5,79.2,54.0,1,5,46.3,2,22.9,0.0,8.5,4.3,0.0,No,21,Female,0
1806,Sales Executive,High School,10.5,44.9,50.2,40.3,30.7,0,1,55.2,2,20.7,0.0,16.3,5.7,0.0,Open to Remote,33,Female,0
1807,Software Engineer,Bachelor's,0.8,86.6,49.8,68.3,53.9,1,1,51.8,1,0.0,1.0,72.5,5.9,7.2,Open to Remote,34,Male,0
1808,Data Analyst,Bachelor's,9.1,57.8,74.0,78.6,70.4,0,3,85.5,4,35.8,0.0,42.4,5.5,4.0,No,38,Male,1
1809,Data Analyst,Bachelor's,1.4,59.1,51.8,87.6,60.4,1,6,66.0,3,4.1,0.0,90.5,4.3,9.3,No,37,Female,0
1810,Software Engineer,Bachelor's,2.9,100.0,79.6,48.4,75.9,1,4,70.2,2,17.3,0.0,46.0,1.6,6.0,Yes,41,Male,0
1811,Software Engineer,Bachelor's,7.4,93.3,68.2,38.0,72.9,1,8,100.0,2,0.0,0.0,100.0,4.9,6.4,No,33,Male,0
1812,Data Analyst,Master's,6.0,51.8,83.1,80.4,90.9,0,4,48.3,0,0.0,1.0,17.7,6.2,8.0,Yes,30,Male,1
1813,Sales Executive,Bachelor's,0.0,67.0,18.7,82.5,57.7,1,3,29.3,1,3.0,0.0,53.2,9.9,3.5,Open to Remote,21,Female,0
1814,Software Engineer,PhD,3.0,53.2,38.6,68.1,75.8,1,1,35.6,0,22.8,0.0,35.1,5.6,8.4,No,31,Male,0
1815,Strategy Consultant,PhD,0.0,43.5,91.4,60.3,68.6,1,1,25.6,1,2.3,0.0,65.9,6.5,0.0,No,26,Female,0
1816,Data Analyst,Bachelor's,4.0,60.2,57.2,64.1,68.9,1,5,65.8,3,10.5,2.0,41.6,3.9,7.9,No,30,Female,0
1817,Sales Executive,High School,1.6,43.8,33.0,59.2,58.6,0,2,34.4,1,13.8,0.0,39.8,7.0,0.0,Open to Remote,29,Male,0
1818,Data Analyst,Master's,2.9,74.3,65.0,59.9,75.1,1,3,68.4,5,87.4,0.0,56.2,4.5,2.4,No,32,Male,1
1819,Data Analyst,Master's,4.0,66.6,71.6,54.8,54.3,0,4,57.6,0,0.0,0.0,100.0,6.6,3.5,No,28,Female,0
1820,Sales Executive,Bachelor's,5.9,54.2,52.6,100.0,82.7,0,2,19.2,4,56.5,1.0,80.9,7.9,2.5,No,35,Male,1
1821,Strategy Consultant,Master's,0.0,44.0,79.0,78.2,62.0,0,4,46.0,0,21.6,0.0,41.4,9.3,0.2,Yes,21,Male,0
1822,Data Analyst,Master's,2.7,70.6,73.0,27.7,59.9,1,5,49.5,2,70.3,1.0,38.1,6.1,5.2,No,30,Male,0
1823,Data Analyst,Bachelor's,10.0,66.2,72.2,60.0,67.4,0,7,100.0,1,27.4,0.0,38.6,6.6,2.6,No,36,Male,1
1824,Sales Executive,Bachelor's,4.1,24.2,75.2,80.5,72.9,1,4,52.1,2,29.4,0.0,23.6,4.3,2.6,No,40,Female,0
1825,Sales Executive,Bachelor's,3.9,52.2,54.8,67.9,63.2,0,6,83.7,3,36.3,0.0,73.3,7.7,0.0,No,33,Male,0
1826,Software Engineer,Bachelor's,1.5,71.4,64.3,38.5,41.1,1,2,51.7,2,27.9,0.0,42.7,7.0,4.8,No,39,Female,0
1827,Data Analyst,Master's,6.0,54.3,80.0,69.9,92.6,0,3,87.3,2,42.6,0.0,77.4,5.7,4.3,No,30,Male,1
1828,Data Analyst,Bachelor's,3.7,58.6,76.3,45.6,69.4,1,4,38.9,1,10.9,0.0,78.3,5.4,1.9,No,29,Other,0
1829,Strategy Consultant,PhD,3.1,44.0,58.5,78.6,53.9,0,4,43.0,6,100.0,0.0,47.6,6.1,0.0,Yes,32,Female,0
1830,Data Analyst,Bachelor's,1.1,61.3,66.6,44.3,43.3,0,4,82.4,4,59.8,1.0,25.3,8.8,2.9,Yes,29,Male,0
1831,Data Analyst,Bachelor's,1.1,91.4,74.6,52.0,84.0,1,4,62.1,1,17.8,1.0,78.1,2.2,5.3,Open to Remote,24,Female,0
1832,Strategy Consultant,Bachelor's,4.0,81.4,63.2,84.3,64.7,1,5,61.0,4,37.6,2.0,35.0,9.0,0.0,Open to Remote,26,Male,0
1833,Data Analyst,Master's,0.0,24.1,59.9,67.3,59.6,0,2,29.1,5,49.3,0.0,45.9,6.3,5.4,Yes,22,Female,0
1834,Software Engineer,Master's,3.3,77.3,44.1,55.5,72.5,0,5,100.0,0,13.7,0.0,89.3,4.5,6.4,No,32,Female,1
1835,Software Engineer,Bachelor's,3.3,84.3,21.8,54.6,47.4,1,1,88.1,4,55.5,0.0,12.3,6.6,5.7,No,29,Male,0
1836,Software Engineer,High School,6.4,66.8,59.4,56.4,52.1,0,3,65.4,4,48.6,0.0,50.9,6.3,9.5,Yes,27,Male,0
1837,Software Engineer,Master's,2.0,83.9,66.9,43.1,58.9,1,2,60.7,1,50.9,1.0,47.8,3.5,3.2,No,26,Other,0
1838,Data Analyst,Bachelor's,2.4,89.8,51.6,37.2,48.1,1,3,79.0,2,9.5,0.0,53.0,7.6,6.1,Open to Remote,32,Female,0
1839,Sales Executive,High School,1.5,24.4,75.7,83.5,63.2,1,2,46.4,4,42.0,0.0,17.6,7.4,0.0,No,34,Male,1
1840,Sales Executive,Bachelor's,0.0,47.0,39.3,98.0,67.0,0,2,49.3,3,16.3,1.0,93.2,5.4,0.0,No,22,Male,1
1841,Software Engineer,High School,3.0,99.4,78.7,64.1,89.6,1,5,71.7,4,33.3,0.0,68.1,8.6,5.8,Open to Remote,21,Male,0
1842,Sales Executive,Bachelor's,0.3,26.4,61.3,78.8,45.2,0,3,34.8,3,25.5,1.0,5.5,8.2,0.3,No,35,Female,0
1843,Software Engineer,Master's,0.0,68.3,97.6,36.9,76.2,1,2,61.4,0,30.5,0.0,64.4,6.3,6.7,No,21,Female,0
1844,Strategy Consultant,Bachelor's,3.4,43.3,80.1,83.2,56.5,0,5,65.5,2,16.1,0.0,73.3,8.6,1.0,Yes,32,Female,1
1845,Software Engineer,Bachelor's,3.0,85.8,43.3,62.2,74.9,1,5,100.0,1,49.8,0.0,59.9,5.6,5.6,No,39,Female,1
1846,Sales Executive,High School,1.0,62.9,70.8,86.4,55.7,0,2,46.2,1,51.0,0.0,88.3,8.7,0.0,Open to Remote,39,Female,1
1847,Data Analyst,Bachelor's,2.8,67.4,93.5,75.5,96.9,1,4,47.6,2,43.2,0.0,15.0,6.1,3.2,No,33,Male,1
1848,Sales Executive,Bachelor's,3.4,45.5,28.4,98.8,52.8,1,3,25.4,2,6.1,0.0,74.1,5.9,2.6,Yes,33,Female,0
1849,Data Analyst,Master's,1.8,39.2,77.6,43.3,59.3,1,4,41.9,5,78.7,0.0,44.7,5.2,6.0,Open to Remote,43,Male,1
1850,Sales Executive,Bachelor's,0.0,66.3,67.9,55.7,71.2,1,5,44.0,1,13.3,0.0,38.6,6.1,2.1,Yes,21,Female,0
1851,Software Engineer,Master's,2.0,64.7,61.8,57.2,46.0,1,3,78.1,3,29.3,0.0,72.0,8.3,6.2,Yes,26,Male,0
1852,Strategy Consultant,High School,7.3,47.9,35.7,56.2,57.2,1,4,50.7,2,39.3,0.0,67.4,3.6,1.8,No,34,Female,0
1853,Data Analyst,Bachelor's,2.2,79.6,63.6,43.6,55.6,1,1,36.1,0,0.0,0.0,90.2,6.2,3.7,No,27,Female,0
1854,Sales Executive,Bachelor's,5.5,48.0,46.3,93.3,59.7,1,3,61.0,0,39.9,0.0,81.3,9.7,0.0,Yes,36,Female,1
1855,Strategy Consultant,PhD,1.0,65.1,94.9,54.9,62.4,1,0,74.6,3,51.9,1.0,57.7,4.1,0.0,Yes,29,Male,0
1856,Strategy Consultant,PhD,2.0,59.1,70.7,69.8,85.7,1,4,54.0,1,81.4,0.0,22.5,6.6,2.9,Yes,30,Female,0
1857,Software Engineer,Master's,3.0,73.1,58.8,30.5,39.9,1,0,21.5,2,35.0,1.0,21.8,7.9,1.0,No,27,Male,0
1858,Software Engineer,Master's,2.0,74.7,56.2,55.9,67.7,1,0,35.3,1,19.3,0.0,24.1,4.8,7.0,No,26,Male,0
1859,Software Engineer,High School,8.0,53.2,69.9,72.7,57.6,1,0,2.5,1,62.1,0.0,44.5,5.8,7.0,Yes,26,Female,0
1860,Software Engineer,Master's,1.2,67.8,65.9,73.2,82.2,1,3,67.6,3,0.0,0.0,61.8,5.1,7.2,No,31,Female,0
1861,Sales Executive,High School,4.0,61.3,43.2,90.7,94.0,0,3,66.8,2,28.3,1.0,66.3,5.1,0.5,No,24,Male,0
1862,Strategy Consultant,Bachelor's,10.5,36.5,76.0,68.8,52.1,0,1,29.0,3,33.3,1.0,60.6,5.8,3.4,No,35,Female,0
1863,Strategy Consultant,High School,10.5,39.3,63.6,86.7,64.9,0,1,17.6,2,53.6,0.0,33.3,5.2,0.8,No,33,Male,0
1864,Data Analyst,Master's,2.8,51.8,29.1,66.5,45.5,1,4,100.0,2,91.1,2.0,80.3,6.1,4.3,No,36,Female,1
