candidate_id,job_role,education_level,years_experience,technical_skill_score,aptitude_score,communication_score,interview_score,internship_experience,projects_count,project_quality_score,certifications_count,certification_prestige_score,competition_awards_count,ats_score,linkedin_profile_score,github_coding_profile_score,relocation_preference,age,gender,selected,selection_probability,hiring_score,rank_in_role,role_applicant_count,percentile_in_role
2005,Software Engineer,Bachelor's,2.5,58.9,74.5,30.0,46.7,1,4,54.9,1,7.0,1.0,48.2,2.4,8.8,Yes,25,Female,0,0.1346,13.5,828,1221,32.1
2006,Strategy Consultant,Master's,0.0,52.3,83.5,73.5,67.6,1,1,31.9,1,39.3,0.0,46.9,8.7,1.1,Yes,21,Female,0,0.3005,30.0,210,804,73.9
2007,Data Analyst,Master's,0.0,64.2,72.7,54.2,63.5,0,5,100.0,1,27.2,0.0,22.9,3.3,4.8,Open to Remote,21,Female,0,0.1263,12.6,737,994,25.7
2008,Software Engineer,Master's,6.0,73.8,77.0,47.2,77.1,0,2,36.3,4,50.3,1.0,56.1,6.3,7.0,Yes,30,Male,0,0.4104,41.0,316,1221,74.1
2009,Software Engineer,PhD,2.5,59.3,65.2,59.1,77.0,0,4,82.1,2,40.1,1.0,30.9,3.9,5.1,Open to Remote,32,Male,1,0.3054,30.5,447,1221,63.4
2010,Sales Executive,High School,6.1,54.6,75.5,78.8,88.5,1,3,39.8,0,19.6,1.0,46.8,9.5,0.0,Open to Remote,32,Female,1,0.7449,74.5,27,981,97.3
2011,Software Engineer,Master's,1.2,52.3,77.4,40.4,71.3,1,1,30.5,4,5.4,1.0,60.0,3.8,8.6,Open to Remote,33,Male,0,0.0911,9.1,1019,1221,16.5
2012,Software Engineer,Master's,2.0,63.4,79.3,46.1,83.9,1,3,55.5,1,13.8,0.0,19.7,3.7,5.6,Open to Remote,29,Female,0,0.1313,13.1,843,1221,30.9
2013,Software Engineer,Bachelor's,3.1,86.9,50.9,55.7,77.3,1,1,60.4,2,28.3,0.0,56.8,5.1,7.0,No,27,Female,1,0.2675,26.8,510,1221,58.3
2014,Data Analyst,PhD,0.0,48.0,71.9,62.5,53.2,1,4,28.8,4,55.9,0.0,59.7,8.5,3.7,No,23,Male,0,0.0982,9.8,844,994,15.0
2015,Data Analyst,High School,2.7,80.8,40.5,67.2,82.4,0,5,64.4,3,26.5,1.0,30.1,6.5,3.3,Open to Remote,26,Male,0,0.3055,30.6,400,994,59.8
2016,Data Analyst,Bachelor's,0.0,43.9,89.0,51.3,43.5,1,3,69.7,4,42.3,0.0,39.3,4.2,4.3,No,21,Female,0,0.0868,8.7,885,994,11.0
2017,Software Engineer,Master's,0.0,46.2,55.7,60.2,82.3,1,7,94.3,1,45.3,0.0,25.3,5.8,6.3,Open to Remote,24,Other,0,0.4358,43.6,285,1221,76.7
2018,Software Engineer,Bachelor's,6.1,47.6,57.7,69.3,46.5,0,5,59.1,0,43.1,0.0,69.8,4.3,6.4,Yes,30,Female,0,0.2292,22.9,570,1221,53.4
2019,Sales Executive,High School,7.2,46.8,34.5,75.7,63.9,0,4,36.9,3,42.6,1.0,39.5,10.0,1.3,Yes,28,Male,0,0.5989,59.9,156,981,84.1
2020,Data Analyst,Master's,9.1,75.9,67.5,58.5,84.6,0,4,70.6,1,39.8,0.0,45.8,7.0,0.5,Open to Remote,47,Female,1,0.6914,69.1,43,994,95.7
2021,Sales Executive,Master's,0.0,64.4,51.0,71.5,68.4,1,5,84.3,3,43.1,0.0,73.5,6.9,0.0,Yes,21,Male,1,0.6847,68.5,74,981,92.4
2022,Software Engineer,Bachelor's,5.1,88.2,92.3,45.7,50.0,1,4,73.7,4,57.1,0.0,57.2,5.9,7.9,Yes,28,Male,1,0.6722,67.2,75,1221,93.9
2023,Software Engineer,PhD,0.0,82.9,77.9,40.9,55.3,1,5,100.0,2,28.8,0.0,97.2,4.2,9.8,Yes,21,Female,0,0.5764,57.6,154,1221,87.4
2024,Software Engineer,Master's,3.0,57.5,57.3,50.5,59.3,0,3,50.4,2,17.0,1.0,65.3,5.5,4.0,Open to Remote,27,Female,0,0.1021,10.2,971,1221,20.5
2025,Data Analyst,High School,1.7,52.4,43.0,66.8,62.2,0,2,24.0,1,59.0,1.0,62.4,6.6,2.3,No,27,Male,0,0.1052,10.5,817,994,17.7
2026,Data Analyst,High School,4.4,76.8,33.7,46.7,51.2,0,3,50.3,2,65.0,0.0,69.2,7.3,5.2,Open to Remote,34,Male,0,0.131,13.1,716,994,27.9
2027,Strategy Consultant,Master's,2.0,71.3,56.6,68.9,66.9,1,4,65.4,1,22.6,0.0,84.0,5.6,2.9,Yes,26,Male,0,0.4835,48.4,92,804,88.6
2028,Data Analyst,Master's,4.0,49.5,48.0,57.1,34.1,0,7,64.2,2,36.9,0.0,0.0,1.2,3.0,No,28,Male,0,0.0622,6.2,953,994,4.0
2029,Data Analyst,Master's,2.0,84.4,73.2,86.7,100.0,1,4,60.0,3,39.4,0.0,75.0,6.9,0.7,No,26,Male,1,0.7119,71.2,30,994,97.0
2030,Sales Executive,High School,3.0,16.2,52.8,85.8,47.0,1,3,60.2,3,37.1,1.0,27.8,5.7,1.2,No,21,Female,0,0.1714,17.1,760,981,22.6
2031,Software Engineer,Bachelor's,3.0,75.8,65.3,65.6,78.5,1,4,52.1,2,30.9,0.0,35.3,7.2,4.8,No,25,Male,0,0.2089,20.9,616,1221,49.5
2032,Data Analyst,Master's,3.0,63.4,53.8,73.8,81.0,0,2,27.0,3,59.5,1.0,53.1,2.4,8.2,No,27,Female,0,0.2106,21.1,535,994,46.1
2033,Data Analyst,Master's,1.2,61.9,70.3,51.8,47.0,1,5,83.1,1,0.6,0.0,53.8,6.1,4.4,Yes,29,Male,0,0.1873,18.7,587,994,40.9
2034,Data Analyst,Bachelor's,6.1,65.5,46.7,80.7,66.7,1,2,63.3,1,9.8,0.0,21.4,5.1,2.1,Yes,32,Male,0,0.3334,33.3,365,994,63.3
2035,Software Engineer,Master's,4.0,57.2,63.7,57.4,62.6,0,1,24.5,2,47.7,1.0,30.5,4.6,4.7,No,28,Male,0,0.074,7.4,1095,1221,10.3
2036,Sales Executive,Bachelor's,2.8,51.7,67.5,74.3,61.3,0,4,72.2,2,32.7,1.0,24.7,9.9,1.0,No,27,Male,1,0.4028,40.3,386,981,60.8
2037,Strategy Consultant,Master's,0.0,50.9,66.5,51.8,67.0,1,0,14.9,5,75.9,0.0,35.9,5.0,0.0,Yes,21,Female,0,0.11,11.0,446,804,44.5
2038,Software Engineer,Bachelor's,0.8,84.0,71.7,49.0,60.1,1,2,44.2,2,31.2,0.0,71.1,8.2,6.9,No,32,Female,0,0.1904,19.0,661,1221,45.9
2039,Sales Executive,Bachelor's,1.5,68.9,25.3,48.5,49.3,0,5,50.8,1,29.9,0.0,49.6,10.0,7.1,Yes,25,Female,0,0.1885,18.8,726,981,26.0
2040,Sales Executive,Bachelor's,3.7,46.9,24.1,71.3,44.1,1,5,55.8,2,25.7,0.0,57.5,4.5,0.0,Yes,33,Male,0,0.1558,15.6,784,981,20.0
2041,Software Engineer,Bachelor's,2.4,57.7,69.9,46.4,85.3,1,0,47.5,0,42.9,0.0,38.6,3.7,8.3,Yes,37,Female,0,0.139,13.9,803,1221,34.2
2042,Sales Executive,Bachelor's,2.0,27.9,70.7,69.0,47.2,0,0,33.2,3,54.2,1.0,74.3,6.7,3.6,Yes,28,Female,0,0.3003,30.0,534,981,45.6
2043,Sales Executive,Bachelor's,1.0,70.5,51.4,54.2,68.0,1,4,50.5,2,7.3,3.0,48.5,6.5,3.3,Open to Remote,23,Male,1,0.1697,17.0,761,981,22.4
2044,Strategy Consultant,Master's,5.0,73.6,100.0,80.6,100.0,1,4,69.5,3,49.3,0.0,76.3,8.7,0.0,Yes,29,Female,1,0.7877,78.8,1,804,100.0
2045,Strategy Consultant,Master's,7.0,63.3,50.3,78.9,53.8,0,4,69.9,3,57.5,0.0,57.1,8.7,0.9,Yes,31,Female,1,0.6351,63.5,33,804,96.0
2046,Software Engineer,Bachelor's,5.0,70.9,54.8,80.3,70.5,0,2,70.5,4,43.2,0.0,42.2,4.5,3.5,Yes,27,Female,0,0.356,35.6,384,1221,68.6
2047,Data Analyst,Master's,2.0,77.2,70.1,84.9,65.9,1,4,73.6,2,43.8,1.0,100.0,3.9,6.4,Yes,26,Female,0,0.5313,53.1,156,994,84.4
2048,Data Analyst,Bachelor's,3.8,84.6,75.0,62.3,49.8,0,2,70.7,2,55.9,0.0,85.9,4.8,3.6,Open to Remote,32,Female,0,0.3594,35.9,335,994,66.3
2049,Software Engineer,Bachelor's,1.5,60.7,56.2,70.4,53.3,0,5,69.4,0,13.9,0.0,50.9,5.9,7.4,Yes,32,Male,0,0.1804,18.0,688,1221,43.7
2050,Data Analyst,Bachelor's,3.6,65.4,52.1,63.9,54.0,1,3,43.0,3,43.7,0.0,74.8,3.2,7.7,Yes,27,Female,0,0.1632,16.3,628,994,36.8
2051,Strategy Consultant,Bachelor's,0.0,33.4,81.3,63.6,52.2,1,0,32.9,5,41.3,2.0,48.0,4.0,1.2,Open to Remote,21,Female,0,0.0474,4.7,787,804,1.9
2052,Software Engineer,Bachelor's,10.5,68.1,67.0,50.8,58.1,1,2,74.3,2,40.6,1.0,51.6,4.0,7.2,Yes,32,Male,0,0.3558,35.6,384,1221,68.6
2053,Data Analyst,Master's,0.0,88.2,62.8,69.6,74.1,0,4,93.3,4,25.1,0.0,48.0,4.6,4.2,Open to Remote,24,Female,1,0.5325,53.2,154,994,84.6
2054,Strategy Consultant,Master's,5.3,66.2,79.5,100.0,67.7,0,4,17.4,1,36.3,0.0,56.3,5.8,3.4,No,30,Male,0,0.0832,8.3,516,804,35.6
2055,Data Analyst,Master's,6.0,67.0,66.0,77.5,74.6,0,3,69.4,1,53.7,0.0,63.0,1.5,3.5,Open to Remote,30,Male,1,0.6494,64.9,69,994,93.2
2056,Data Analyst,Master's,0.0,24.6,65.9,63.7,65.2,1,1,24.5,2,12.4,0.0,50.4,4.6,5.6,Yes,21,Female,0,0.0757,7.6,912,994,8.0
2057,Strategy Consultant,Master's,3.1,40.2,69.4,77.3,77.9,1,5,69.3,2,56.8,0.0,61.7,3.9,2.0,Open to Remote,29,Female,1,0.1841,18.4,325,804,59.6
2058,Data Analyst,Bachelor's,3.8,66.5,55.7,67.1,60.3,0,2,27.4,0,15.7,0.0,56.2,5.6,6.4,Yes,32,Female,0,0.1102,11.0,799,994,19.5
2059,Software Engineer,Bachelor's,5.8,66.8,51.2,53.6,68.2,1,1,38.3,4,31.6,2.0,30.6,3.0,7.4,No,33,Female,0,0.08,8.0,1068,1221,12.4
2060,Software Engineer,Bachelor's,8.0,70.5,57.1,66.3,56.8,0,2,24.3,2,26.3,0.0,65.6,6.1,4.5,No,30,Male,0,0.1268,12.7,866,1221,29.0
2061,Strategy Consultant,Master's,0.0,53.6,72.5,67.7,60.1,1,3,46.3,0,17.1,0.0,38.7,6.2,0.7,Yes,21,Female,0,0.2205,22.0,277,804,65.5
2062,Software Engineer,Bachelor's,0.7,62.0,36.9,39.8,51.5,1,2,61.5,2,22.6,1.0,22.0,8.3,3.1,Yes,37,Female,0,0.0668,6.7,1129,1221,7.3
2063,Data Analyst,PhD,3.0,64.9,82.2,67.2,66.9,0,3,65.5,2,53.3,2.0,51.0,6.1,4.2,Open to Remote,31,Female,0,0.4137,41.4,264,994,73.4
2064,Software Engineer,Master's,0.0,67.8,65.3,64.2,50.6,0,1,85.0,3,32.1,1.0,45.8,6.1,8.1,No,22,Male,1,0.3006,30.1,455,1221,62.7
2065,Data Analyst,Bachelor's,2.0,54.5,52.0,57.8,64.9,1,0,27.1,4,50.9,0.0,36.0,5.4,6.9,Open to Remote,24,Male,0,0.0701,7.0,931,994,6.4
2066,Strategy Consultant,Bachelor's,6.6,77.7,96.2,74.6,72.2,1,1,33.5,4,86.9,0.0,32.5,6.6,0.0,No,30,Female,0,0.0876,8.8,500,804,37.6
2067,Data Analyst,Master's,0.7,57.9,68.6,74.4,60.6,1,1,68.3,3,34.1,0.0,59.3,4.3,9.2,Open to Remote,33,Male,0,0.32,32.0,382,994,61.7
2068,Strategy Consultant,Master's,2.0,16.2,52.0,69.2,58.2,1,1,0.0,4,34.8,0.0,30.0,6.0,0.0,No,26,Male,0,0.0505,5.1,750,804,6.2
2069,Software Engineer,Master's,3.7,96.7,88.6,48.3,83.8,0,2,64.5,3,30.0,0.0,44.5,4.5,7.8,No,34,Female,1,0.6881,68.8,60,1221,95.2
2070,Data Analyst,Master's,0.0,52.3,88.3,49.4,64.2,0,1,50.7,1,45.8,0.0,60.1,4.8,6.0,No,21,Female,0,0.1357,13.6,698,994,29.8
2071,Strategy Consultant,Bachelor's,1.0,63.5,58.4,66.2,45.3,1,5,27.5,2,28.6,0.0,50.8,5.6,2.0,Open to Remote,23,Female,0,0.0493,4.9,769,804,4.0
2072,Data Analyst,Bachelor's,0.0,54.8,63.2,83.0,53.2,1,3,34.8,2,35.7,0.0,59.9,4.8,5.6,No,21,Female,0,0.101,10.1,836,994,15.9
2073,Software Engineer,Master's,0.0,78.5,58.1,52.0,67.9,1,2,31.0,1,9.4,1.0,55.4,6.1,6.9,Yes,24,Female,0,0.1051,10.5,962,1221,21.3
2074,Strategy Consultant,Bachelor's,4.6,49.3,43.7,75.4,64.3,0,1,55.8,4,38.4,0.0,58.3,7.6,4.5,Yes,38,Male,0,0.2236,22.4,276,804,65.8
2075,Data Analyst,Master's,1.8,80.0,72.9,55.1,72.2,1,4,56.4,3,56.6,0.0,29.7,7.3,2.5,No,41,Female,0,0.3563,35.6,341,994,65.7
2076,Data Analyst,Bachelor's,2.5,61.8,80.7,53.8,59.0,1,3,51.9,4,15.1,0.0,83.3,4.2,4.1,No,30,Female,1,0.2158,21.6,525,994,47.3
2077,Strategy Consultant,Master's,1.0,40.2,81.9,56.8,52.4,1,2,15.0,4,8.8,0.0,14.4,3.7,1.0,Yes,25,Female,0,0.0583,5.8,687,804,14.1
2078,Software Engineer,Bachelor's,6.0,73.9,65.5,56.5,67.9,1,6,63.6,1,13.2,1.0,74.4,7.1,6.5,Open to Remote,28,Male,0,0.4669,46.7,250,1221,79.6
2079,Data Analyst,Master's,2.3,59.3,82.1,52.2,48.6,0,6,59.6,1,15.2,0.0,51.3,9.8,2.7,No,32,Male,0,0.1353,13.5,701,994,29.5
2080,Software Engineer,Bachelor's,0.0,41.1,48.0,74.1,55.8,1,2,40.4,1,17.8,0.0,92.7,6.5,8.1,Yes,21,Female,1,0.3696,37.0,359,1221,70.7
2081,Data Analyst,Master's,1.6,56.0,95.3,58.4,52.0,1,2,43.3,3,32.3,1.0,54.0,4.8,5.3,Open to Remote,26,Female,0,0.1023,10.2,834,994,16.1
2082,Software Engineer,Master's,8.9,100.0,53.4,54.3,57.4,0,3,94.5,4,44.4,0.0,77.5,5.9,10.0,No,38,Female,1,0.687,68.7,61,1221,95.1
2083,Sales Executive,Bachelor's,1.0,17.7,45.1,72.3,47.2,1,5,67.8,0,7.9,0.0,2.0,7.3,2.6,No,23,Female,1,0.1894,18.9,723,981,26.3
2084,Software Engineer,Bachelor's,0.9,73.6,56.4,60.6,70.9,1,2,22.1,8,99.3,1.0,82.3,5.4,9.2,No,25,Female,0,0.2704,27.0,506,1221,58.6
2085,Sales Executive,Bachelor's,2.6,41.4,45.3,97.4,66.3,1,5,80.7,1,39.6,0.0,58.8,5.2,3.1,No,29,Male,0,0.3275,32.8,488,981,50.2
2086,Software Engineer,Bachelor's,4.9,97.5,62.1,39.4,53.2,0,3,83.1,2,27.7,0.0,27.8,7.5,4.6,Open to Remote,31,Female,0,0.185,18.5,669,1221,45.0
2087,Data Analyst,Master's,1.0,48.3,64.5,64.2,36.3,1,1,41.7,2,48.3,0.0,37.8,3.9,4.1,Open to Remote,25,Female,0,0.0615,6.2,953,994,4.0
2088,Data Analyst,High School,9.7,66.5,69.9,36.5,56.9,0,2,69.7,2,0.0,0.0,49.6,7.4,4.1,No,29,Male,0,0.259,25.9,454,994,54.4
2089,Sales Executive,Bachelor's,5.0,55.3,42.7,93.3,42.0,0,2,70.2,0,22.8,0.0,74.8,8.1,3.3,Yes,33,Male,1,0.5487,54.9,212,981,78.3
2090,Data Analyst,Bachelor's,5.5,62.3,70.5,58.4,74.7,0,4,53.9,1,40.2,0.0,49.3,8.3,5.2,Open to Remote,41,Female,1,0.4901,49.0,195,994,80.5
2091,Data Analyst,PhD,0.0,53.5,51.6,37.6,34.4,0,2,26.1,0,4.8,3.0,26.8,6.9,4.9,Open to Remote,28,Female,0,0.0523,5.2,988,994,0.6
2092,Strategy Consultant,Bachelor's,7.0,49.7,83.0,50.9,86.9,1,5,75.1,1,28.3,0.0,42.5,1.8,0.8,No,29,Male,0,0.0814,8.1,529,804,34.0
2093,Sales Executive,Bachelor's,2.6,40.4,65.8,87.2,52.9,1,7,59.4,3,24.4,0.0,60.3,4.2,3.3,Yes,38,Male,1,0.3159,31.6,507,981,48.3
2094,Software Engineer,Bachelor's,1.5,65.3,64.9,30.0,58.4,1,1,50.3,1,29.8,0.0,53.4,5.6,4.7,Open to Remote,26,Male,0,0.078,7.8,1075,1221,11.7
2095,Strategy Consultant,PhD,0.0,64.0,62.3,74.2,58.2,1,1,26.5,2,3.9,1.0,68.4,9.8,1.0,No,21,Female,0,0.0739,7.4,572,804,28.7
2096,Data Analyst,PhD,3.0,71.0,72.7,53.6,63.4,1,3,76.8,4,62.1,1.0,8.2,4.7,8.2,Open to Remote,31,Female,1,0.5332,53.3,153,994,84.7
2097,Software Engineer,Bachelor's,5.0,78.3,51.7,52.1,63.4,1,2,41.8,0,16.1,1.0,95.4,2.7,8.1,Yes,35,Male,0,0.2208,22.1,589,1221,51.6
2098,Data Analyst,PhD,3.0,70.0,68.5,49.9,72.8,1,3,55.2,3,41.7,0.0,56.2,7.1,4.1,Open to Remote,31,Female,0,0.304,30.4,403,994,59.5
2099,Software Engineer,Bachelor's,6.0,84.4,62.7,40.7,74.8,0,4,64.4,1,21.6,1.0,66.8,8.8,7.6,Yes,28,Male,1,0.6336,63.4,107,1221,91.3
2100,Software Engineer,Bachelor's,0.0,89.6,100.0,47.7,86.8,0,2,33.4,3,58.8,0.0,79.0,3.9,3.8,No,21,Male,0,0.1834,18.3,677,1221,44.6
2101,Sales Executive,Bachelor's,5.5,40.7,36.6,83.6,66.9,1,2,63.6,4,49.1,1.0,74.8,5.9,0.0,Yes,29,Male,1,0.6451,64.5,108,981,89.0
2102,Software Engineer,Bachelor's,1.5,82.3,25.0,50.6,46.6,1,4,91.8,3,55.9,0.0,83.0,8.8,6.3,No,36,Female,0,0.3486,34.9,393,1221,67.9
2103,Strategy Consultant,PhD,0.0,30.6,62.4,76.3,63.9,0,5,56.6,1,12.2,1.0,31.2,3.9,0.0,Yes,22,Female,0,0.2062,20.6,296,804,63.3
2104,Strategy Consultant,Bachelor's,4.0,16.2,46.3,66.4,38.7,0,2,23.2,3,48.4,2.0,10.0,4.4,2.4,No,28,Male,0,0.0442,4.4,803,804,0.2
2105,Sales Executive,High School,1.7,72.4,44.1,84.2,79.9,1,3,55.5,2,61.5,0.0,67.6,4.8,0.0,Yes,27,Female,1,0.6103,61.0,145,981,85.2
2106,Sales Executive,Bachelor's,3.0,40.0,35.5,81.2,54.5,0,6,58.9,0,48.4,0.0,73.4,7.3,3.6,Yes,25,Female,0,0.4707,47.1,293,981,70.1
2107,Sales Executive,Bachelor's,5.7,48.8,41.4,66.9,60.4,1,5,64.2,1,0.0,0.0,61.8,6.4,2.1,Yes,30,Female,1,0.5526,55.3,205,981,79.2
2108,Strategy Consultant,Master's,2.3,31.6,56.0,55.7,50.9,1,5,53.9,1,26.3,0.0,5.8,5.3,0.0,Yes,32,Female,0,0.1242,12.4,416,804,48.3
2109,Data Analyst,High School,3.4,45.9,82.4,74.3,75.9,0,1,23.4,4,14.5,2.0,92.2,7.2,3.8,Yes,32,Female,0,0.2667,26.7,443,994,55.4
2110,Software Engineer,Master's,0.0,59.3,64.3,42.8,45.3,1,4,82.2,0,8.3,0.0,44.0,7.1,6.9,Yes,23,Male,1,0.153,15.3,764,1221,37.3
2111,Data Analyst,Bachelor's,0.0,74.6,84.1,67.5,56.1,0,5,68.5,1,12.1,0.0,75.5,8.4,6.9,No,21,Male,1,0.3458,34.6,351,994,64.8
2112,Data Analyst,Master's,7.0,57.3,68.6,60.5,73.7,0,2,84.0,2,42.1,1.0,15.9,5.6,4.8,Open to Remote,31,Female,1,0.5691,56.9,126,994,87.3
2113,Software Engineer,High School,3.4,65.0,78.9,48.1,79.4,1,3,59.4,1,20.2,0.0,84.0,7.0,9.1,No,26,Female,1,0.5532,55.3,171,1221,86.0
2114,Sales Executive,High School,3.7,33.8,50.5,81.4,54.1,0,8,70.9,1,8.2,0.0,68.2,6.1,0.9,Open to Remote,40,Female,0,0.4286,42.9,352,981,64.2
2115,Software Engineer,Bachelor's,4.0,87.5,88.9,75.5,93.5,1,2,53.2,2,40.6,0.0,53.0,6.9,8.4,Open to Remote,40,Female,1,0.7103,71.0,44,1221,96.5
2116,Strategy Consultant,Master's,0.8,63.0,79.1,79.4,54.0,0,2,44.3,2,28.3,2.0,81.3,8.0,4.1,No,41,Female,0,0.0899,9.0,493,804,38.6
2117,Software Engineer,Master's,0.0,62.7,53.3,56.9,50.4,1,4,60.9,4,28.5,0.0,59.1,3.9,7.4,Yes,23,Female,0,0.1061,10.6,955,1221,21.6
2118,Software Engineer,Bachelor's,3.5,80.3,74.3,79.3,79.1,1,4,72.1,2,22.3,0.0,76.6,6.7,4.6,Open to Remote,32,Female,0,0.5349,53.5,190,1221,84.5
2119,Software Engineer,Bachelor's,6.8,66.3,65.4,29.9,32.5,0,6,55.7,1,19.0,0.0,54.1,6.0,6.5,Yes,34,Male,0,0.0961,9.6,994,1221,18.6
2120,Software Engineer,Bachelor's,9.2,64.9,62.0,38.3,36.4,0,2,33.1,2,33.5,1.0,41.9,6.1,10.0,Open to Remote,34,Female,0,0.055,5.5,1200,1221,1.7
2121,Software Engineer,High School,3.1,69.3,66.4,48.0,62.9,0,2,66.8,1,26.8,0.0,93.4,7.4,5.8,Open to Remote,27,Female,0,0.2803,28.0,489,1221,59.9
2122,Software Engineer,Bachelor's,0.4,79.6,76.3,76.3,70.2,0,3,71.1,0,3.5,0.0,69.3,5.8,2.9,No,37,Male,0,0.2908,29.1,475,1221,61.2
2123,Software Engineer,High School,4.5,56.6,33.2,69.1,49.8,0,1,14.6,0,20.7,0.0,26.3,7.8,4.9,Open to Remote,29,Male,0,0.0654,6.5,1147,1221,6.0
2124,Software Engineer,Bachelor's,1.7,77.5,59.7,29.3,50.4,1,1,58.7,0,17.5,0.0,62.3,3.3,6.4,Open to Remote,30,Female,0,0.0854,8.5,1045,1221,14.3
2125,Data Analyst,Master's,0.0,100.0,78.2,53.5,61.8,0,4,89.1,1,23.0,1.0,78.9,3.8,6.0,No,21,Female,0,0.3825,38.2,303,994,69.6
2126,Data Analyst,High School,4.7,67.7,71.7,40.1,56.6,1,3,62.9,2,0.0,0.0,79.1,6.1,7.5,Yes,33,Male,1,0.4302,43.0,246,994,75.3
2127,Data Analyst,Bachelor's,2.2,65.5,51.1,59.4,58.9,1,4,33.9,1,31.8,1.0,99.2,6.1,3.2,Open to Remote,27,Male,1,0.24,24.0,491,994,50.7
2128,Data Analyst,Bachelor's,4.5,63.7,32.5,73.5,50.8,1,1,21.0,1,34.3,0.0,68.3,6.0,7.9,Open to Remote,32,Male,0,0.0992,9.9,843,994,15.3
2129,Software Engineer,PhD,1.0,77.2,90.5,69.6,72.5,0,1,48.3,2,44.6,1.0,44.7,4.8,8.5,Open to Remote,30,Male,0,0.3929,39.3,332,1221,72.9
2130,Software Engineer,Master's,5.0,45.8,62.2,59.0,52.9,1,2,79.6,3,39.4,0.0,47.1,4.9,9.3,No,30,Female,0,0.1728,17.3,704,1221,42.3
2131,Software Engineer,Bachelor's,7.0,95.5,87.7,48.6,86.6,1,1,45.0,0,36.7,0.0,90.0,4.8,9.1,Yes,29,Female,1,0.6009,60.1,133,1221,89.2
2132,Sales Executive,High School,5.9,59.7,66.9,73.6,65.6,1,0,48.8,2,39.0,0.0,41.0,7.5,0.1,Open to Remote,34,Female,0,0.4336,43.4,344,981,65.0
2133,Strategy Consultant,Master's,2.6,40.3,60.1,80.2,37.1,1,7,62.5,3,28.1,0.0,54.2,6.5,4.9,No,28,Male,0,0.06,6.0,673,804,15.9
2134,Strategy Consultant,PhD,0.0,50.5,34.5,100.0,48.7,1,2,77.7,2,28.1,1.0,43.0,7.2,3.8,No,21,Male,0,0.0648,6.5,633,804,21.1
2135,Data Analyst,Bachelor's,6.3,56.6,61.1,42.2,64.1,1,5,67.7,3,24.8,1.0,47.8,4.7,5.2,No,32,Male,0,0.1999,20.0,566,994,43.1
2136,Data Analyst,Bachelor's,2.0,69.5,67.4,83.8,65.6,0,3,37.0,4,23.5,0.0,52.8,1.8,8.1,Open to Remote,24,Female,1,0.2749,27.5,434,994,56.4
2137,Data Analyst,High School,3.0,65.9,74.8,63.7,66.7,0,5,55.1,1,36.3,0.0,61.0,7.0,10.0,No,21,Female,1,0.3905,39.1,294,994,70.5
2138,Sales Executive,Bachelor's,1.0,48.4,38.3,87.3,82.1,1,1,24.4,4,38.1,0.0,49.3,5.4,3.2,No,23,Male,0,0.1386,13.9,827,981,15.7
2139,Sales Executive,Bachelor's,1.6,29.6,57.7,77.8,62.5,1,5,61.0,3,50.1,0.0,15.1,7.6,0.0,No,31,Female,0,0.3253,32.5,492,981,49.9
2140,Strategy Consultant,Master's,1.8,42.8,74.7,91.1,43.5,0,4,44.3,2,66.5,1.0,75.3,6.5,0.0,No,28,Male,0,0.0759,7.6,560,804,30.1
2141,Strategy Consultant,Bachelor's,0.0,67.2,86.8,74.9,93.1,1,2,43.2,2,50.1,0.0,79.0,10.0,1.6,Open to Remote,21,Male,0,0.3307,33.1,183,804,77.4
2142,Data Analyst,High School,3.5,57.0,63.4,50.3,58.4,1,3,90.1,3,17.0,0.0,58.4,0.1,3.0,Open to Remote,27,Female,0,0.1258,12.6,737,994,25.7
2143,Sales Executive,Bachelor's,3.0,5.3,61.6,81.8,53.4,1,3,29.0,1,10.9,0.0,66.4,5.7,0.0,Yes,36,Male,0,0.4599,46.0,312,981,68.2
2144,Strategy Consultant,High School,6.2,47.7,76.3,86.9,73.7,1,2,49.5,3,47.6,0.0,66.8,7.2,1.5,Yes,26,Female,1,0.5733,57.3,52,804,93.7
2145,Data Analyst,Master's,1.3,100.0,81.1,60.0,91.3,1,4,69.1,3,44.6,0.0,80.9,2.3,4.2,Yes,28,Male,0,0.5975,59.8,106,994,89.4
2146,Strategy Consultant,Master's,6.2,62.7,59.7,38.9,52.5,1,1,43.9,2,55.7,0.0,62.2,6.4,2.9,No,35,Female,0,0.064,6.4,639,804,20.3
2147,Software Engineer,Bachelor's,3.3,61.2,18.9,53.3,28.0,0,2,62.4,1,14.9,1.0,70.5,2.1,9.2,No,34,Male,0,0.0672,6.7,1129,1221,7.3
2148,Strategy Consultant,PhD,5.1,49.2,68.4,71.5,66.6,0,2,7.2,3,10.9,0.0,31.8,6.5,0.0,Yes,35,Male,1,0.328,32.8,186,804,76.9
2149,Sales Executive,Bachelor's,0.0,55.2,51.5,74.3,44.2,1,1,45.3,3,17.6,0.0,47.3,7.1,1.6,Open to Remote,21,Male,0,0.177,17.7,749,981,23.6
2150,Software Engineer,Bachelor's,6.4,43.7,47.6,47.6,68.0,1,1,32.3,2,53.0,0.0,21.8,6.9,5.9,No,39,Female,0,0.0763,7.6,1087,1221,10.9
2151,Sales Executive,Master's,8.1,32.2,32.4,94.8,49.8,0,3,50.8,3,39.4,1.0,24.4,7.5,2.6,Yes,33,Female,0,0.253,25.3,617,981,37.2
