candidate_id,job_role,hiring_score,rank_in_role,role_applicant_count,percentile_in_role,selected
3509,Sales Executive,57.6,179,981,81.9,1
777,Sales Executive,57.4,180,981,81.8,0
602,Sales Executive,57.3,181,981,81.7,1
837,Sales Executive,57.2,182,981,81.4,1
2271,Sales Executive,57.2,182,981,81.4,1
3173,Sales Executive,57.2,182,981,81.4,1
1043,Sales Executive,57.0,185,981,81.2,1
3896,Sales Executive,57.0,185,981,81.2,0
2452,Sales Executive,56.9,187,981,80.9,1
3317,Sales Executive,56.9,187,981,80.9,0
3395,Sales Executive,56.9,187,981,80.9,1
3712,Sales Executive,56.9,187,981,80.9,1
105,Sales Executive,56.7,191,981,80.6,1
1524,Sales Executive,56.7,191,981,80.6,0
1224,Sales Executive,56.6,193,981,80.4,1
890,Sales Executive,56.4,194,981,80.3,1
2948,Sales Executive,56.4,194,981,80.3,0
3536,Sales Executive,56.3,196,981,80.1,1
2563,Sales Executive,56.2,197,981,80.0,1
697,Sales Executive,56.1,198,981,79.9,1
2733,Sales Executive,56.0,199,981,79.8,1
3633,Sales Executive,56.0,199,981,79.8,1
629,Sales Executive,55.8,201,981,79.6,1
1056,Sales Executive,55.8,201,981,79.6,1
1565,Sales Executive,55.6,203,981,79.4,0
842,Sales Executive,55.4,204,981,79.3,1
1562,Sales Executive,55.3,205,981,79.2,0
2107,Sales Executive,55.3,205,981,79.2,1
594,Sales Executive,55.2,207,981,78.9,1
834,Sales Executive,55.2,207,981,78.9,1
1633,Sales Executive,55.2,207,981,78.9,0
868,Sales Executive,55.0,210,981,78.6,1
1510,Sales Executive,55.0,210,981,78.6,1
2089,Sales Executive,54.9,212,981,78.3,1
2227,Sales Executive,54.9,212,981,78.3,0
2991,Sales Executive,54.9,212,981,78.3,0
3116,Sales Executive,54.9,212,981,78.3,1
3770,Sales Executive,54.9,212,981,78.3,1
2430,Sales Executive,54.8,217,981,77.9,1
2457,Sales Executive,54.8,217,981,77.9,1
3043,Sales Executive,54.8,217,981,77.9,0
708,Sales Executive,54.6,220,981,77.6,0
1801,Sales Executive,54.6,220,981,77.6,0
2720,Sales Executive,54.5,222,981,77.5,1
2207,Sales Executive,54.4,223,981,77.3,1
2797,Sales Executive,54.4,223,981,77.3,0
3204,Sales Executive,54.4,223,981,77.3,1
1051,Sales Executive,54.3,226,981,77.1,1
466,Sales Executive,54.2,227,981,76.9,1
1965,Sales Executive,54.2,227,981,76.9,0
3571,Sales Executive,54.2,227,981,76.9,1
65,Sales Executive,54.1,230,981,76.7,1
934,Sales Executive,54.0,231,981,76.6,1
911,Sales Executive,53.7,232,981,76.4,1
3007,Sales Executive,53.7,232,981,76.4,0
3584,Sales Executive,53.7,232,981,76.4,0
1640,Sales Executive,53.6,235,981,76.1,1
2153,Sales Executive,53.6,235,981,76.1,0
251,Sales Executive,53.5,237,981,75.9,1
3417,Sales Executive,53.5,237,981,75.9,1
2927,Sales Executive,53.4,239,981,75.7,1
1377,Sales Executive,53.3,240,981,75.6,0
3281,Sales Executive,53.1,241,981,75.5,0
895,Sales Executive,53.0,242,981,75.3,0
2641,Sales Executive,53.0,242,981,75.3,1
2786,Sales Executive,53.0,242,981,75.3,1
275,Sales Executive,52.8,245,981,75.1,0
1086,Sales Executive,52.5,246,981,75.0,1
1302,Sales Executive,52.4,247,981,74.9,1
3448,Sales Executive,52.4,247,981,74.9,1
3491,Sales Executive,52.3,249,981,74.7,0
2739,Sales Executive,52.0,250,981,74.6,1
1129,Sales Executive,51.7,251,981,74.5,1
144,Sales Executive,51.6,252,981,74.4,0
3798,Sales Executive,51.6,252,981,74.4,0
2758,Sales Executive,51.4,254,981,74.2,1
637,Sales Executive,51.3,255,981,74.1,1
1794,Sales Executive,51.2,256,981,74.0,0
1219,Sales Executive,51.0,257,981,73.9,1
1775,Sales Executive,51.0,257,981,73.9,0
446,Sales Executive,50.9,259,981,73.7,1
1387,Sales Executive,50.8,260,981,73.4,1
1500,Sales Executive,50.8,260,981,73.4,0
2455,Sales Executive,50.8,260,981,73.4,0
2871,Sales Executive,50.8,260,981,73.4,1
64,Sales Executive,50.7,264,981,73.1,1
3357,Sales Executive,50.7,264,981,73.1,1
2261,Sales Executive,50.6,266,981,72.9,0
3869,Sales Executive,50.6,266,981,72.9,1
549,Sales Executive,50.3,268,981,72.7,1
2997,Sales Executive,50.3,268,981,72.7,0
3165,Sales Executive,50.3,268,981,72.7,1
882,Sales Executive,50.0,271,981,72.5,1
649,Sales Executive,49.9,272,981,72.4,0
2235,Sales Executive,49.6,273,981,72.3,0
122,Sales Executive,49.4,274,981,72.2,1
117,Sales Executive,49.3,275,981,72.1,0
1299,Sales Executive,49.2,276,981,72.0,0
299,Sales Executive,49.1,277,981,71.9,1
2318,Sales Executive,49.0,278,981,71.8,1
3883,Sales Executive,48.8,279,981,71.6,1
3926,Sales Executive,48.8,279,981,71.6,1
211,Sales Executive,48.7,281,981,71.5,1
102,Sales Executive,48.4,282,981,71.3,0
3504,Sales Executive,48.4,282,981,71.3,0
3867,Sales Executive,48.4,282,981,71.3,0
2300,Sales Executive,48.3,285,981,71.0,0
3466,Sales Executive,48.3,285,981,71.0,1
2669,Sales Executive,48.2,287,981,70.8,0
832,Sales Executive,47.9,288,981,70.7,1
3708,Sales Executive,47.8,289,981,70.6,0
1234,Sales Executive,47.7,290,981,70.5,1
357,Sales Executive,47.4,291,981,70.4,0
1960,Sales Executive,47.4,291,981,70.4,0
7,Sales Executive,47.1,293,981,70.1,0
2106,Sales Executive,47.1,293,981,70.1,0
2230,Sales Executive,47.1,293,981,70.1,0
1525,Sales Executive,47.0,296,981,69.9,1
3411,Sales Executive,47.0,296,981,69.9,0
3556,Sales Executive,46.7,298,981,69.7,0
3692,Sales Executive,46.6,299,981,69.6,1
2446,Sales Executive,46.5,300,981,69.5,1
1064,Sales Executive,46.4,301,981,69.2,0
1711,Sales Executive,46.4,301,981,69.2,0
2573,Sales Executive,46.4,301,981,69.2,1
3227,Sales Executive,46.4,301,981,69.2,0
3484,Sales Executive,46.4,301,981,69.2,1
930,Sales Executive,46.3,306,981,68.8,0
1022,Sales Executive,46.3,306,981,68.8,1
2302,Sales Executive,46.3,306,981,68.8,0
3497,Sales Executive,46.3,306,981,68.8,1
749,Sales Executive,46.2,310,981,68.5,1
819,Sales Executive,46.2,310,981,68.5,0
1142,Sales Executive,46.0,312,981,68.2,0
1673,Sales Executive,46.0,312,981,68.2,1
2143,Sales Executive,46.0,312,981,68.2,0
2487,Sales Executive,45.9,315,981,68.0,1
1461,Sales Executive,45.8,316,981,67.9,1
1072,Sales Executive,45.7,317,981,67.8,1
2740,Sales Executive,45.6,318,981,67.6,1
3053,Sales Executive,45.6,318,981,67.6,0
3055,Sales Executive,45.5,320,981,67.5,1
2462,Sales Executive,45.4,321,981,67.3,1
3135,Sales Executive,45.4,321,981,67.3,0
3956,Sales Executive,45.1,323,981,67.2,0
1556,Sales Executive,44.9,324,981,67.1,0
501,Sales Executive,44.7,325,981,66.9,0
3061,Sales Executive,44.7,325,981,66.9,1
79,Sales Executive,44.6,327,981,66.7,1
346,Sales Executive,44.6,327,981,66.7,1
216,Sales Executive,44.5,329,981,66.6,1
3797,Sales Executive,44.2,330,981,66.5,0
1988,Sales Executive,44.1,331,981,66.4,0
1861,Sales Executive,44.0,332,981,66.3,0
1740,Sales Executive,43.9,333,981,66.1,0
3615,Sales Executive,43.9,333,981,66.1,1
2701,Sales Executive,43.8,335,981,65.9,0
3779,Sales Executive,43.8,335,981,65.9,0
3538,Sales Executive,43.7,337,981,65.7,0
1126,Sales Executive,43.6,338,981,65.5,0
1265,Sales Executive,43.6,338,981,65.5,0
1308,Sales Executive,43.6,338,981,65.5,1
3213,Sales Executive,43.6,338,981,65.5,1
61,Sales Executive,43.5,342,981,65.2,0
1967,Sales Executive,43.5,342,981,65.2,0
2132,Sales Executive,43.4,344,981,65.0,0
1410,Sales Executive,43.3,345,981,64.8,1
1804,Sales Executive,43.3,345,981,64.8,0
2356,Sales Executive,43.3,345,981,64.8,0
836,Sales Executive,43.2,348,981,64.6,0
1751,Sales Executive,43.2,348,981,64.6,1
3432,Sales Executive,43.1,350,981,64.4,0
2822,Sales Executive,43.0,351,981,64.3,1
2114,Sales Executive,42.9,352,981,64.2,0
1683,Sales Executive,42.8,353,981,64.1,0
344,Sales Executive,42.4,354,981,63.9,1
639,Sales Executive,42.4,354,981,63.9,0
755,Sales Executive,42.4,354,981,63.9,0
864,Sales Executive,42.2,357,981,63.7,0
3348,Sales Executive,42.2,357,981,63.7,0
2744,Sales Executive,42.1,359,981,63.5,1
3364,Sales Executive,42.1,359,981,63.5,1
1280,Sales Executive,42.0,361,981,63.3,1
935,Sales Executive,41.9,362,981,63.2,0
2437,Sales Executive,41.8,363,981,63.0,0
3775,Sales Executive,41.8,363,981,63.0,0
3175,Sales Executive,41.6,365,981,62.8,1
3451,Sales Executive,41.6,365,981,62.8,1
2265,Sales Executive,41.5,367,981,62.7,1
3172,Sales Executive,41.4,368,981,62.6,1
606,Sales Executive,41.3,369,981,62.4,1
1113,Sales Executive,41.3,369,981,62.4,1
2572,Sales Executive,41.2,371,981,62.3,1
1176,Sales Executive,41.1,372,981,62.0,0
2995,Sales Executive,41.1,372,981,62.0,0
3048,Sales Executive,41.1,372,981,62.0,1
3881,Sales Executive,41.1,372,981,62.0,0
531,Sales Executive,41.0,376,981,61.8,1
1303,Sales Executive,40.9,377,981,61.7,1
2464,Sales Executive,40.8,378,981,61.6,0
234,Sales Executive,40.6,379,981,61.4,0
381,Sales Executive,40.6,379,981,61.4,0
3037,Sales Executive,40.5,381,981,61.2,0
3646,Sales Executive,40.5,381,981,61.2,1
3721,Sales Executive,40.4,383,981,61.0,1
3842,Sales Executive,40.4,383,981,61.0,1
3892,Sales Executive,40.4,383,981,61.0,1
2036,Sales Executive,40.3,386,981,60.8,1
2532,Sales Executive,40.2,387,981,60.7,1
779,Sales Executive,40.0,388,981,60.4,0
1351,Sales Executive,40.0,388,981,60.4,1
3738,Sales Executive,40.0,388,981,60.4,0
2497,Sales Executive,39.6,391,981,60.2,0
1957,Sales Executive,39.5,392,981,60.0,0
2837,Sales Executive,39.5,392,981,60.0,0
3714,Sales Executive,39.5,392,981,60.0,0
453,Sales Executive,39.4,395,981,59.8,1
2423,Sales Executive,39.4,395,981,59.8,0
2859,Sales Executive,39.2,397,981,59.6,1
1274,Sales Executive,39.1,398,981,59.5,0
717,Sales Executive,39.0,399,981,59.4,1
1218,Sales Executive,38.9,400,981,59.3,1
3399,Sales Executive,38.7,401,981,59.2,0
56,Sales Executive,38.6,402,981,59.1,1
1663,Sales Executive,38.6,402,981,59.1,0
3462,Sales Executive,38.5,404,981,58.9,1
997,Sales Executive,38.2,405,981,58.7,1
2292,Sales Executive,38.2,405,981,58.7,0
2609,Sales Executive,38.2,405,981,58.7,0
2793,Sales Executive,38.2,405,981,58.7,1
672,Sales Executive,38.1,409,981,58.4,1
421,Sales Executive,38.0,410,981,58.3,1
467,Sales Executive,37.9,411,981,58.2,1
2490,Sales Executive,37.9,411,981,58.2,1
2181,Sales Executive,37.8,413,981,58.0,0
3559,Sales Executive,37.8,413,981,58.0,0
976,Sales Executive,37.7,415,981,57.8,0
1626,Sales Executive,37.6,416,981,57.7,0
992,Sales Executive,37.4,417,981,57.4,0
1009,Sales Executive,37.4,417,981,57.4,0
2403,Sales Executive,37.4,417,981,57.4,1
3819,Sales Executive,37.4,417,981,57.4,0
1825,Sales Executive,37.3,421,981,57.1,0
3704,Sales Executive,37.3,421,981,57.1,1
78,Sales Executive,37.2,423,981,57.0,1
1207,Sales Executive,37.1,424,981,56.9,0
790,Sales Executive,36.9,425,981,56.7,0
1588,Sales Executive,36.9,425,981,56.7,0
2561,Sales Executive,36.9,425,981,56.7,0
2911,Sales Executive,36.8,428,981,56.5,1
863,Sales Executive,36.7,429,981,56.3,0
923,Sales Executive,36.7,429,981,56.3,0
3108,Sales Executive,36.7,429,981,56.3,1
160,Sales Executive,36.5,432,981,56.0,0
653,Sales Executive,36.5,432,981,56.0,1
2799,Sales Executive,36.4,434,981,55.8,0
3224,Sales Executive,36.4,434,981,55.8,0
3552,Sales Executive,36.3,436,981,55.7,1
495,Sales Executive,36.2,437,981,55.5,0
2336,Sales Executive,36.2,437,981,55.5,1
1118,Sales Executive,36.1,439,981,55.3,0
3274,Sales Executive,36.1,439,981,55.3,0
1559,Sales Executive,36.0,441,981,55.1,0
3473,Sales Executive,35.9,442,981,55.0,0
403,Sales Executive,35.8,443,981,54.9,0
871,Sales Executive,35.8,443,981,54.9,1
43,Sales Executive,35.7,445,981,54.6,1
565,Sales Executive,35.7,445,981,54.6,1
1213,Sales Executive,35.7,445,981,54.6,1
345,Sales Executive,35.6,448,981,54.4,1
3309,Sales Executive,35.6,448,981,54.4,0
2562,Sales Executive,35.5,450,981,54.1,0
2787,Sales Executive,35.5,450,981,54.1,0
2906,Sales Executive,35.5,450,981,54.1,1
443,Sales Executive,35.4,453,981,53.8,0
567,Sales Executive,35.4,453,981,53.8,0
1928,Sales Executive,35.4,453,981,53.8,1
2154,Sales Executive,35.3,456,981,53.5,1
2392,Sales Executive,35.3,456,981,53.5,1
3512,Sales Executive,35.3,456,981,53.5,0
1782,Sales Executive,35.2,459,981,53.3,0
67,Sales Executive,35.1,460,981,53.2,0
2522,Sales Executive,35.0,461,981,53.1,1
2910,Sales Executive,35.0,461,981,53.1,0
185,Sales Executive,34.9,463,981,52.9,0
3903,Sales Executive,34.9,463,981,52.9,0
118,Sales Executive,34.8,465,981,52.7,0
2647,Sales Executive,34.8,465,981,52.7,1
3029,Sales Executive,34.6,467,981,52.5,0
4,Sales Executive,34.5,468,981,52.3,0
1648,Sales Executive,34.5,468,981,52.3,0
2386,Sales Executive,34.4,470,981,52.2,0
1979,Sales Executive,34.3,471,981,52.0,0
3363,Sales Executive,34.3,471,981,52.0,1
1935,Sales Executive,34.2,473,981,51.8,0
2671,Sales Executive,34.2,473,981,51.8,0
412,Sales Executive,34.0,475,981,51.6,0
3297,Sales Executive,34.0,475,981,51.6,1
391,Sales Executive,33.8,477,981,51.3,0
1361,Sales Executive,33.8,477,981,51.3,1
1917,Sales Executive,33.8,477,981,51.3,0
3010,Sales Executive,33.8,477,981,51.3,0
3423,Sales Executive,33.6,481,981,51.1,0
367,Sales Executive,33.5,482,981,50.9,1
2800,Sales Executive,33.5,482,981,50.9,1
1716,Sales Executive,33.3,484,981,50.8,0
824,Sales Executive,33.2,485,981,50.7,1
1892,Sales Executive,33.1,486,981,50.6,0
3002,Sales Executive,32.9,487,981,50.5,1
329,Sales Executive,32.8,488,981,50.2,0
492,Sales Executive,32.8,488,981,50.2,0
2085,Sales Executive,32.8,488,981,50.2,0
3475,Sales Executive,32.8,488,981,50.2,0
2139,Sales Executive,32.5,492,981,49.9,0
17,Sales Executive,32.4,493,981,49.8,1
524,Sales Executive,32.3,494,981,49.7,0
3467,Sales Executive,32.2,495,981,49.6,0
1025,Sales Executive,32.1,496,981,49.5,0
2979,Sales Executive,32.1,496,981,49.5,0
2686,Sales Executive,32.0,498,981,49.3,0
3259,Sales Executive,32.0,498,981,49.3,1
383,Sales Executive,31.9,500,981,48.9,0
773,Sales Executive,31.9,500,981,48.9,0
1865,Sales Executive,31.9,500,981,48.9,1
2378,Sales Executive,31.9,500,981,48.9,0
2931,Sales Executive,31.9,500,981,48.9,1
3212,Sales Executive,31.9,500,981,48.9,0
2593,Sales Executive,31.8,506,981,48.5,1
1181,Sales Executive,31.6,507,981,48.3,0
2093,Sales Executive,31.6,507,981,48.3,1
2449,Sales Executive,31.6,507,981,48.3,0
3004,Sales Executive,31.6,507,981,48.3,0
2658,Sales Executive,31.4,511,981,48.0,0
2808,Sales Executive,31.3,512,981,47.9,0
135,Sales Executive,31.2,513,981,47.8,0
1232,Sales Executive,31.1,514,981,47.6,0
1421,Sales Executive,31.1,514,981,47.6,1
1538,Sales Executive,31.1,514,981,47.6,1
2952,Sales Executive,31.1,514,981,47.6,0
1918,Sales Executive,31.0,518,981,47.3,0
3729,Sales Executive,30.9,519,981,47.2,0
54,Sales Executive,30.8,520,981,47.0,1
2428,Sales Executive,30.8,520,981,47.0,1
861,Sales Executive,30.7,522,981,46.8,1
3616,Sales Executive,30.7,522,981,46.8,0
450,Sales Executive,30.6,524,981,46.7,1
87,Sales Executive,30.5,525,981,46.5,0
1773,Sales Executive,30.5,525,981,46.5,0
1788,Sales Executive,30.5,525,981,46.5,0
242,Sales Executive,30.4,528,981,46.2,0
2284,Sales Executive,30.4,528,981,46.2,0
3487,Sales Executive,30.4,528,981,46.2,1
8,Sales Executive,30.3,531,981,46.0,1
300,Sales Executive,30.1,532,981,45.8,0
360,Sales Executive,30.1,532,981,45.8,0
2042,Sales Executive,30.0,534,981,45.6,0
2675,Sales Executive,30.0,534,981,45.6,0
465,Sales Executive,29.9,536,981,45.3,0
659,Sales Executive,29.9,536,981,45.3,0
1121,Sales Executive,29.9,536,981,45.3,0
1839,Sales Executive,29.9,536,981,45.3,1
2277,Sales Executive,29.9,536,981,45.3,0
3465,Sales Executive,29.8,541,981,45.0,1
197,Sales Executive,29.6,542,981,44.8,0
800,Sales Executive,29.6,542,981,44.8,0
2964,Sales Executive,29.6,542,981,44.8,0
807,Sales Executive,29.5,545,981,44.4,0
2193,Sales Executive,29.5,545,981,44.4,1
2679,Sales Executive,29.5,545,981,44.4,0
1293,Sales Executive,29.3,548,981,44.2,0
336,Sales Executive,29.2,549,981,44.1,0
1840,Sales Executive,29.2,549,981,44.1,1
1931,Sales Executive,29.1,551,981,43.9,0
3494,Sales Executive,29.1,551,981,43.9,0
3486,Sales Executive,29.0,553,981,43.7,0
3305,Sales Executive,28.8,554,981,43.6,1
3855,Sales Executive,28.8,554,981,43.6,0
371,Sales Executive,28.4,556,981,43.3,0
1452,Sales Executive,28.4,556,981,43.3,0
2411,Sales Executive,28.4,556,981,43.3,0
1534,Sales Executive,28.3,559,981,43.1,1
2855,Sales Executive,28.3,559,981,43.1,1
564,Sales Executive,28.1,561,981,42.9,0
3436,Sales Executive,28.1,561,981,42.9,1
1802,Sales Executive,28.0,563,981,42.7,0
1012,Sales Executive,27.9,564,981,42.6,0
875,Sales Executive,27.8,565,981,42.4,1
1313,Sales Executive,27.8,565,981,42.4,1
1723,Sales Executive,27.8,565,981,42.4,1
3083,Sales Executive,27.8,565,981,42.4,0
822,Sales Executive,27.7,569,981,42.0,0
2280,Sales Executive,27.7,569,981,42.0,1
2510,Sales Executive,27.6,571,981,41.9,0
490,Sales Executive,27.5,572,981,41.8,0
189,Sales Executive,27.4,573,981,41.5,1
1675,Sales Executive,27.4,573,981,41.5,1
2426,Sales Executive,27.4,573,981,41.5,0
3287,Sales Executive,27.4,573,981,41.5,0
3139,Sales Executive,27.3,577,981,41.2,0
3152,Sales Executive,27.3,577,981,41.2,0
772,Sales Executive,27.2,579,981,41.0,0
3368,Sales Executive,27.2,579,981,41.0,0
3703,Sales Executive,27.2,579,981,41.0,0
1,Sales Executive,27.0,582,981,40.8,1
432,Sales Executive,26.9,583,981,40.6,0
983,Sales Executive,26.9,583,981,40.6,1
1585,Sales Executive,26.9,583,981,40.6,1
993,Sales Executive,26.8,586,981,40.3,0
1677,Sales Executive,26.8,586,981,40.3,0
1247,Sales Executive,26.7,588,981,40.1,0
1695,Sales Executive,26.7,588,981,40.1,0
3194,Sales Executive,26.7,588,981,40.1,0
121,Sales Executive,26.6,591,981,39.7,0
1087,Sales Executive,26.6,591,981,39.7,0
1507,Sales Executive,26.6,591,981,39.7,0
3069,Sales Executive,26.6,591,981,39.7,0
358,Sales Executive,26.5,595,981,39.4,1
706,Sales Executive,26.4,596,981,39.3,1
1736,Sales Executive,26.4,596,981,39.3,0
2649,Sales Executive,26.3,598,981,39.1,0
2343,Sales Executive,26.1,599,981,38.9,0
2450,Sales Executive,26.1,599,981,38.9,0
3359,Sales Executive,26.1,599,981,38.9,0
1031,Sales Executive,26.0,602,981,38.6,1
2899,Sales Executive,26.0,602,981,38.6,0
3754,Sales Executive,26.0,602,981,38.6,0
439,Sales Executive,25.9,605,981,38.3,0
770,Sales Executive,25.9,605,981,38.3,1
1036,Sales Executive,25.9,605,981,38.3,0
1953,Sales Executive,25.9,605,981,38.3,0
460,Sales Executive,25.8,609,981,38.0,0
600,Sales Executive,25.7,610,981,37.8,0
699,Sales Executive,25.7,610,981,37.8,0
1044,Sales Executive,25.7,610,981,37.8,0
212,Sales Executive,25.6,613,981,37.6,0
3054,Sales Executive,25.6,613,981,37.6,1
1005,Sales Executive,25.5,615,981,37.4,1
3036,Sales Executive,25.5,615,981,37.4,0
2151,Sales Executive,25.3,617,981,37.2,0
3954,Sales Executive,25.3,617,981,37.2,0
3136,Sales Executive,25.2,619,981,37.0,0
1493,Sales Executive,25.1,620,981,36.9,1
448,Sales Executive,25.0,621,981,36.8,1
139,Sales Executive,24.9,622,981,36.6,0
1848,Sales Executive,24.9,622,981,36.6,0
2710,Sales Executive,24.8,624,981,36.5,0
3197,Sales Executive,24.6,625,981,36.3,1
3384,Sales Executive,24.6,625,981,36.3,0
3672,Sales Executive,24.6,625,981,36.3,0
2556,Sales Executive,24.4,628,981,36.0,1
2920,Sales Executive,24.4,628,981,36.0,0
106,Sales Executive,24.3,630,981,35.8,0
1577,Sales Executive,24.3,630,981,35.8,0
3024,Sales Executive,24.3,630,981,35.8,0
81,Sales Executive,24.2,633,981,35.4,0
645,Sales Executive,24.2,633,981,35.4,0
1198,Sales Executive,24.2,633,981,35.4,0
3841,Sales Executive,24.2,633,981,35.4,1
3932,Sales Executive,24.2,633,981,35.4,0
3848,Sales Executive,24.0,638,981,35.1,0
3104,Sales Executive,23.9,639,981,35.0,0
611,Sales Executive,23.8,640,981,34.8,1
920,Sales Executive,23.8,640,981,34.8,0
3275,Sales Executive,23.7,642,981,34.7,0
906,Sales Executive,23.5,643,981,34.4,1
1466,Sales Executive,23.5,643,981,34.4,0
1618,Sales Executive,23.5,643,981,34.4,0
2826,Sales Executive,23.5,643,981,34.4,0
3766,Sales Executive,23.5,643,981,34.4,1
698,Sales Executive,23.4,648,981,34.0,0
3717,Sales Executive,23.4,648,981,34.0,0
1876,Sales Executive,23.3,650,981,33.8,1
2981,Sales Executive,23.3,650,981,33.8,0
55,Sales Executive,23.2,652,981,33.6,0
3148,Sales Executive,23.2,652,981,33.6,0
1429,Sales Executive,23.1,654,981,33.4,0
2473,Sales Executive,23.0,655,981,33.3,0
641,Sales Executive,22.9,656,981,33.1,0
814,Sales Executive,22.9,656,981,33.1,1
2400,Sales Executive,22.9,656,981,33.1,0
3505,Sales Executive,22.9,656,981,33.1,0
3733,Sales Executive,22.8,660,981,32.8,0
627,Sales Executive,22.7,661,981,32.7,0
2366,Sales Executive,22.4,662,981,32.6,1
1095,Sales Executive,22.3,663,981,32.4,0
2454,Sales Executive,22.3,663,981,32.4,0
3016,Sales Executive,22.3,663,981,32.4,0
13,Sales Executive,22.2,666,981,32.0,0
1724,Sales Executive,22.2,666,981,32.0,0
2293,Sales Executive,22.2,666,981,32.0,0
2846,Sales Executive,22.2,666,981,32.0,1
3262,Sales Executive,22.2,666,981,32.0,1
835,Sales Executive,22.1,671,981,31.7,0
2329,Sales Executive,22.1,671,981,31.7,0
2836,Sales Executive,22.0,673,981,31.4,1
3252,Sales Executive,22.0,673,981,31.4,0
1824,Sales Executive,21.9,675,981,31.2,0
3292,Sales Executive,21.9,675,981,31.2,0
1284,Sales Executive,21.7,677,981,31.1,0
880,Sales Executive,21.6,678,981,30.9,0
3589,Sales Executive,21.6,678,981,30.9,0
1938,Sales Executive,21.5,680,981,30.6,0
2391,Sales Executive,21.5,680,981,30.6,0
3040,Sales Executive,21.5,680,981,30.6,0
3626,Sales Executive,21.5,680,981,30.6,0
616,Sales Executive,21.3,684,981,30.3,0
1897,Sales Executive,21.3,684,981,30.3,1
2627,Sales Executive,21.2,686,981,30.1,0
3079,Sales Executive,21.2,686,981,30.1,0
3963,Sales Executive,21.2,686,981,30.1,0
1202,Sales Executive,21.1,689,981,29.9,0
229,Sales Executive,21.0,690,981,29.5,0
308,Sales Executive,21.0,690,981,29.5,1
529,Sales Executive,21.0,690,981,29.5,0
1905,Sales Executive,21.0,690,981,29.5,0
2453,Sales Executive,21.0,690,981,29.5,1
3347,Sales Executive,21.0,690,981,29.5,0
3730,Sales Executive,21.0,690,981,29.5,0
49,Sales Executive,20.9,697,981,29.0,0
154,Sales Executive,20.9,697,981,29.0,0
493,Sales Executive,20.9,697,981,29.0,0
2553,Sales Executive,20.8,700,981,28.7,0
3635,Sales Executive,20.8,700,981,28.7,0
1316,Sales Executive,20.7,702,981,28.4,0
1813,Sales Executive,20.7,702,981,28.4,0
3314,Sales Executive,20.7,702,981,28.4,0
245,Sales Executive,20.6,705,981,28.1,0
3506,Sales Executive,20.6,705,981,28.1,0
3746,Sales Executive,20.6,705,981,28.1,0
1494,Sales Executive,20.4,708,981,27.9,0
3201,Sales Executive,20.3,709,981,27.8,0
1893,Sales Executive,20.2,710,981,27.7,0
1307,Sales Executive,20.0,711,981,27.6,0
1331,Sales Executive,19.9,712,981,27.5,0
1996,Sales Executive,19.8,713,981,27.4,0
3106,Sales Executive,19.8,713,981,27.4,0
301,Sales Executive,19.7,715,981,27.2,0
3822,Sales Executive,19.6,716,981,27.1,0
40,Sales Executive,19.5,717,981,26.9,0
80,Sales Executive,19.5,717,981,26.9,0
223,Sales Executive,19.5,717,981,26.9,0
331,Sales Executive,19.4,720,981,26.6,0
857,Sales Executive,19.4,720,981,26.6,0
2591,Sales Executive,19.4,720,981,26.6,0
2083,Sales Executive,18.9,723,981,26.3,1
2648,Sales Executive,18.9,723,981,26.3,0
3582,Sales Executive,18.9,723,981,26.3,0
2039,Sales Executive,18.8,726,981,26.0,0
3790,Sales Executive,18.8,726,981,26.0,0
621,Sales Executive,18.7,728,981,25.8,0
3611,Sales Executive,18.7,728,981,25.8,0
2248,Sales Executive,18.6,730,981,25.6,0
3229,Sales Executive,18.6,730,981,25.6,0
736,Sales Executive,18.5,732,981,25.4,0
1880,Sales Executive,18.5,732,981,25.4,0
3678,Sales Executive,18.5,732,981,25.4,1
804,Sales Executive,18.4,735,981,25.1,1
1319,Sales Executive,18.4,735,981,25.1,0
2200,Sales Executive,18.3,737,981,24.9,0
2772,Sales Executive,18.3,737,981,24.9,0
2928,Sales Executive,18.3,737,981,24.9,0
66,Sales Executive,18.2,740,981,24.7,0
1634,Sales Executive,18.1,741,981,24.4,0
2930,Sales Executive,18.1,741,981,24.4,0
3734,Sales Executive,18.1,741,981,24.4,0
3825,Sales Executive,18.1,741,981,24.4,0
2433,Sales Executive,18.0,745,981,24.2,0
1850,Sales Executive,17.9,746,981,24.0,0
2783,Sales Executive,17.9,746,981,24.0,0
1514,Sales Executive,17.8,748,981,23.9,0
31,Sales Executive,17.7,749,981,23.6,0
1160,Sales Executive,17.7,749,981,23.6,0
2149,Sales Executive,17.7,749,981,23.6,0
158,Sales Executive,17.6,752,981,23.3,0
2969,Sales Executive,17.6,752,981,23.3,0
3223,Sales Executive,17.6,752,981,23.3,0
3579,Sales Executive,17.6,752,981,23.3,0
2761,Sales Executive,17.5,756,981,23.0,0
3625,Sales Executive,17.5,756,981,23.0,0
2857,Sales Executive,17.2,758,981,22.8,0
3164,Sales Executive,17.2,758,981,22.8,0
2030,Sales Executive,17.1,760,981,22.6,0
1088,Sales Executive,17.0,761,981,22.4,0
2043,Sales Executive,17.0,761,981,22.4,1
2752,Sales Executive,17.0,761,981,22.4,0
3325,Sales Executive,17.0,761,981,22.4,0
848,Sales Executive,16.9,765,981,22.1,0
2451,Sales Executive,16.9,765,981,22.1,0
